ID;Name;Rarity;Top Shelf Courses
k_birthday_girl_daisy;Birthday Girl Daisy;Super;3DS Daisy Hills, DS Luigi's Mansion R (Lvl 6), GCN Yoshi Circuit R/T, RMX Choco Island 1R, RMX Choco Island 2R/T, SNES Choco Island 1R, SNES Choco Island 2R/T (Lvl 3), Wii Daisy Circuit
k_birthday_girl_rosalina;Birthday Girl Rosalina;Normal;3DS Daisy Hills T, 3DS Toad Circuit R/T, SNES Ghost Valley 1R, SNES Mario Circuit 2R/T (Lvl 6)
k_black_b_dasher;Black B Dasher;HighEnd;3DS Daisy Hills R (Lvl 3), 3DS Daisy Hills T (Lvl 3), 3DS Mario Circuit T, 3DS Neo Bowser City (Lvl 6), 3DS Neo Bowser City T, 3DS Toad Circuit R (Lvl 6), GCN Yoshi Circuit, GCN Yoshi Circuit T, N64 Luigi Raceway, New York Minute R, New York Minute R/T, RMX Rainbow Road 1 (Lvl 8), SNES Donut Plains 1R, Tokyo Blur 3T
k_black_b_dasher_mk_2;Black B Dasher Mk. 2;HighEnd;Amsterdam Drift 3, Berlin Byways 3 (Lvl 3), Berlin Byways 3R/T, Madrid Drive 3, Madrid Drive 3R (Lvl 6), New York Minute B, Rome Avanti 3R/T, Singapore Speedway 3 (Lvl 6), Sydney Sprint 3, Sydney Sprint 3R/T (Lvl 8), Tokyo Blur 3 (Lvl 3)
k_black_carriage;Black Carriage;HighEnd;3DS Daisy Hills R/T, 3DS Neo Bowser City T, 3DS Wario Shipyard, 3DS Wario Shipyard R/T, Amsterdam Drift 2, Amsterdam Drift 2R/T (Lvl 6), Amsterdam Drift 3R, Athens Dash T, Berlin Byways 2R/T, Berlin Byways 2T (Lvl 3), Berlin Byways 3 (Lvl 8), Berlin Byways 3R (Lvl 6), Berlin Byways 3T, DS Airship Fortress R/T, DS Mario Circuit T, DS Shroom Ridge T, DS Waluigi Pinball R/T, GBA Boo Lake, GBA Bowser's Castle 4, GBA Peach Circuit R, GBA Riverside Park, GBA Riverside Park R, GBA Sunset Wilds R/T, GCN Waluigi Stadium, London Loop R/T, Merry Mountain R/T, N64 Luigi Raceway R, N64 Luigi Raceway R/T, N64 Luigi Raceway T, N64 Yoshi Valley R, New York Minute 3R/T, New York Minute R/T, Piranha Plant Cove 3, Piranha Plant Cove R/T, Piranha Plant Pipeline R/T, RMX Ghost Valley 1T, Rome Avanti 3R, Rome Avanti T, Singapore Speedway 3R, SNES Bowser Castle 3R, SNES Ghost Valley 2R, Tokyo Blur (Lvl 3), Tokyo Blur 3R, Tokyo Blur R, Vancouver Velocity 3R, Vancouver Velocity 3R/T, Wii Daisy Circuit R/T, Wii Daisy Circuit T, Wii Rainbow Road R/T
k_black_cat_cruiser;Black Cat Cruiser;HighEnd;3DS Bowser's Castle T, 3DS Neo Bowser City T, 3DS Rosalina's Ice World R/T, 3DS Shy Guy Bazaar R, 3DS Toad Circuit R, 3DS Wario Shipyard R, Amsterdam Drift R, Amsterdam Drift R/T, Bangkok Rush R, DS Luigi's Mansion R (Lvl 6), DS Waluigi Pinball T (Lvl 3), GCN DK Mountain, London Loop 3R/T, Los Angeles Laps 2, Merry Mountain R, Paris Promenade 2R, Paris Promenade 2T, Paris Promenade R, Paris Promenade T, RMX Choco Island 2, RMX Choco Island 2R (Lvl 3), RMX Choco Island 2T, RMX Ghost Valley 1, RMX Ghost Valley 1R (Lvl 8), RMX Ghost Valley 1R/T, Singapore Speedway R/T, SNES Choco Island 2R/T, Sydney Sprint 2 (Lvl 6), Sydney Sprint 2R, Sydney Sprint T, Vancouver Velocity 2T, Wii DK Summit, Wii DK Summit R, Wii Maple Treeway R/T
k_black_circuit;Black Circuit;HighEnd;3DS Bowser's Castle R, 3DS Cheep Cheep Lagoon T (Lvl 6), 3DS Neo Bowser City, 3DS Neo Bowser City T, DS Twilight House, DS Waluigi Pinball (Lvl 6), DS Waluigi Pinball R, GBA Bowser's Castle 2T (Lvl 3), GCN Yoshi Circuit, New York Minute 3T, RMX Choco Island 1R/T (Lvl 8), SNES Mario Circuit 1T (Lvl 3), SNES Rainbow Road R, Tokyo Blur 3R, Tokyo Blur 4R
k_black_dozer;Black Dozer;HighEnd;3DS Neo Bowser City (Lvl 3), 3DS Neo Bowser City R, 3DS Neo Bowser City R/T, 3DS Piranha Plant Slide R/T, 3DS Rosalina's Ice World T, DS Waluigi Pinball R/T (Lvl 3), GBA Bowser's Castle 1R/T, GBA Sunset Wilds R (Lvl 6), GBA Sunset Wilds R/T, GCN Dino Dino Jungle (Lvl 6), Merry Mountain, N64 Choco Mountain, N64 Frappe Snowland R/T, N64 Kalimari Desert, N64 Kalimari Desert 2R, N64 Kalimari Desert 2T, N64 Kalimari Desert R (Lvl 8), New York Minute 4R, Ninja Hideaway T, Singapore Speedway R/T, SNES Choco Island 1R, SNES Donut Plains 2R/T, SNES Donut Plains 2T, Tokyo Blur 4R/T, Wii DK Summit T, Wii Maple Treeway R, Wii Mushroom Gorge
k_black_jingle_bell;Black Jingle Bell;HighEnd;3DS Bowser's Castle (Lvl 3), Athens Dash, Berlin Byways, Berlin Byways 3R/T, DS Luigi's Mansion, DS Twilight House, GBA Bowser's Castle 2, GBA Bowser's Castle 2R (Lvl 3), GBA Bowser's Castle 3, GBA Bowser's Castle 3T (Lvl 6), GBA Bowser's Castle 4R, GBA Lakeside Park, GBA Lakeside Park R, GBA Luigi Circuit R, GBA Luigi Circuit R/T, GBA Snow Land R, GBA Snow Land T, Madrid Drive 2R/T, N64 Luigi Raceway R/T, Piranha Plant Cove 3, Piranha Plant Cove R, RMX Bowser's Castle 1 (Lvl 6), RMX Bowser's Castle 1R, RMX Bowser's Castle 1R/T (Lvl 8), RMX Choco Island 1R, RMX Vanilla Lake 1R/T, RMX Vanilla Lake 2R, Rome Avanti 3T, Rome Avanti T, SNES Bowser Castle 3R/T, SNES Donut Plains 3R, SNES Ghost Valley 1T, SNES Ghost Valley 2R/T, SNES Ghost Valley 2T, SNES Koopa Troopa Beach 2, Squeaky Clean Sprint R/T, Vancouver Velocity 2R/T, Vancouver Velocity 3, Vancouver Velocity 3R, Vancouver Velocity 3T, Vancouver Velocity R/T, Wii Dry Dry Ruins, Wii Moonview Highway
k_black_kabuki_dasher;Black Kabuki Dasher;HighEnd;3DS Shy Guy Bazaar, 3DS Shy Guy Bazaar R, 3DS Wario Shipyard R, Berlin Byways 2R/T, DS Airship Fortress, DS Airship Fortress R (Lvl 3), GBA Bowser's Castle 2R/T, GCN DK Mountain T, N64 Kalimari Desert 2T, RMX Rainbow Road 1 (Lvl 6), RMX Rainbow Road 1R (Lvl 6), RMX Rainbow Road 1R/T, RMX Rainbow Road 2, Rome Avanti 3T, Singapore Speedway 3R/T, Singapore Speedway R, SNES Bowser Castle 3, SNES Mario Circuit 2, SNES Mario Circuit 2R, SNES Mario Circuit 3, SNES Mario Circuit 3T (Lvl 3), Tokyo Blur, Tokyo Blur 2, Tokyo Blur 3, Tokyo Blur 4R, Wii Maple Treeway (Lvl 8), Wii Maple Treeway R, Wii Maple Treeway T
k_black_penguin_slider;Black Penguin Slider;HighEnd;3DS Cheep Cheep Lagoon R/T, 3DS Rainbow Road, 3DS Rosalina's Ice World, 3DS Rosalina's Ice World T (Lvl 3), 3DS Toad Circuit (Lvl 8), 3DS Toad Circuit R, GBA Boo Lake, GBA Cheep-Cheep Island T, GBA Luigi Circuit R/T, N64 Frappe Snowland, N64 Frappe Snowland R (Lvl 6), Ninja Hideaway, Piranha Plant Pipeline, RMX Choco Island 1R/T, RMX Vanilla Lake 1T, Sky-High Sundae R/T, SNES Donut Plains 2R/T, SNES Mario Circuit 2 (Lvl 3), SNES Vanilla Lake 1R/T, SNES Vanilla Lake 1T, SNES Vanilla Lake 2T, Sydney Sprint 3R/T, Tokyo Blur 4T, Vancouver Velocity, Vancouver Velocity 2, Vancouver Velocity 2T, Vancouver Velocity R, Vancouver Velocity T, Wii DK Summit, Wii DK Summit T (Lvl 6)
k_black_shielded_speedster;Black Shielded Speedster;HighEnd;3DS Cheep Cheep Lagoon R, 3DS Piranha Plant Slide R/T, 3DS Piranha Plant Slide T, Athens Dash, Berlin Byways 2R, Berlin Byways 3R/T, DS Mario Circuit T, GBA Bowser's Castle 4, GBA Lakeside Park R/T, GBA Luigi Circuit, GBA Luigi Circuit T (Lvl 8), GCN Waluigi Stadium (Lvl 6), GCN Waluigi Stadium T, London Loop 3T, Madrid Drive 2T, Madrid Drive 3R/T, Madrid Drive R/T, N64 Frappe Snowland, N64 Luigi Raceway T (Lvl 6), Paris Promenade 2, Paris Promenade R/T, Piranha Plant Cove 2, Piranha Plant Pipeline, Rome Avanti 3, Rome Avanti R/T, SNES Ghost Valley 1R, SNES Ghost Valley 1T (Lvl 3), SNES Mario Circuit 2, SNES Mario Circuit 2R/T (Lvl 3), Sydney Sprint 2R/T, Sydney Sprint R, Wii DK Summit R/T, Wii Dry Dry Ruins R, Wii Moonview Highway T
k_black_sneeker;Black Sneeker;HighEnd;3DS Bowser's Castle, 3DS Bowser's Castle R/T (Lvl 6), 3DS Mario Circuit R (Lvl 3), 3DS Neo Bowser City R/T, 3DS Neo Bowser City T (Lvl 3), 3DS Piranha Plant Slide R, 3DS Rainbow Road, 3DS Shy Guy Bazaar T, Berlin Byways 2R/T, Berlin Byways 3R, Berlin Byways T, DS Airship Fortress R, DS Airship Fortress R/T (Lvl 6), DS DK Pass, DS Luigi's Mansion T, GBA Boo Lake T, GBA Bowser's Castle 1, GBA Bowser's Castle 2R/T, GBA Bowser's Castle 3 (Lvl 8), GBA Bowser's Castle 3R, GBA Lakeside Park R, GBA Luigi Circuit, GBA Sky Garden R/T, GBA Yoshi Desert R/T, London Loop, Madrid Drive 2, Madrid Drive 2R, N64 Luigi Raceway, N64 Luigi Raceway R, Ninja Hideaway T, Paris Promenade T, Piranha Plant Cove R, RMX Choco Island 1T, RMX Donut Plains 1, RMX Ghost Valley 1, Rome Avanti, Singapore Speedway 2R, Singapore Speedway R, Singapore Speedway R/T, SNES Choco Island 1T, SNES Choco Island 2T, SNES Donut Plains 1, SNES Donut Plains 3, SNES Ghost Valley 2R/T, Squeaky Clean Sprint T, Sydney Sprint, Sydney Sprint 2R/T, Tokyo Blur 4T, Vancouver Velocity 3T, Wii DK Summit
k_black_turbo_birdo;Black Turbo Birdo;HighEnd;3DS Daisy Hills R/T, 3DS Rainbow Road R (Lvl 6), 3DS Rosalina's Ice World T, DS Airship Fortress (Lvl 3), DS Airship Fortress R/T, DS Airship Fortress T (Lvl 3), DS Twilight House, DS Waluigi Pinball, GBA Cheep-Cheep Island T, GBA Sunset Wilds, GBA Sunset Wilds R/T, GBA Sunset Wilds T, GCN Yoshi Circuit R (Lvl 6), Los Angeles Laps 3, N64 Kalimari Desert 2T, Ninja Hideaway R/T, Ninja Hideaway T, Paris Promenade 3R/T, RMX Choco Island 1, RMX Choco Island 2, RMX Ghost Valley 1T, RMX Vanilla Lake 1, RMX Vanilla Lake 1R, SNES Choco Island 2R (Lvl 8), SNES Donut Plains 1T, SNES Donut Plains 2R/T, SNES Donut Plains 2T, Tokyo Blur 4, Wii DK Summit T
k_black_turbo_yoshi;Black Turbo Yoshi;HighEnd;3DS Bowser's Castle R/T, 3DS Piranha Plant Slide, 3DS Shy Guy Bazaar R/T, 3DS Wario Shipyard R (Lvl 6), Amsterdam Drift T, Berlin Byways, Berlin Byways 2T, DS Airship Fortress T (Lvl 3), DS Luigi's Mansion T, GCN Yoshi Circuit R (Lvl 3), GCN Yoshi Circuit T, N64 Choco Mountain, N64 Yoshi Valley, N64 Yoshi Valley R (Lvl 6), N64 Yoshi Valley T, RMX Ghost Valley 1R/T, Rome Avanti 3R, Singapore Speedway R, SNES Ghost Valley 1R/T, SNES Mario Circuit 3R, SNES Mario Circuit 3R/T, Sydney Sprint 2, Vancouver Velocity 2, Vancouver Velocity 3R/T, Wii Coconut Mall R/T, Wii Koopa Cape, Wii Mushroom Gorge R (Lvl 8), Wii Mushroom Gorge T
k_blazing_eagle;Blazing Eagle;HighEnd;Athens Dash 2R/T, Athens Dash R/T, Bangkok Rush, Bangkok Rush 2R, Bangkok Rush 3R/T, DS Mario Circuit R, DS Peach Gardens, GBA Bowser's Castle 3T, GBA Bowser's Castle 4, GBA Bowser's Castle 4R, GBA Cheep-Cheep Island R/T, GBA Lakeside Park R, GBA Luigi Circuit R, GBA Snow Land R/T, GBA Yoshi Desert, GBA Yoshi Desert T, GCN DK Mountain, GCN DK Mountain T, GCN Mushroom Bridge R/T, London Loop 2R/T, Los Angeles Laps T, Madrid Drive 3T, Madrid Drive R/T, N64 Kalimari Desert 2T, N64 Kalimari Desert R/T, N64 Luigi Raceway R/T, New York Minute 2R, New York Minute 3, New York Minute 3R/T (Lvl 3), New York Minute 3T (Lvl 3), New York Minute B, New York Minute R/T, New York Minute T (Lvl 6), Paris Promenade 3, Piranha Plant Cove 2, Piranha Plant Cove R, RMX Bowser's Castle 1R, RMX Choco Island 1, RMX Choco Island 2R/T, RMX Mario Circuit 1T, Sky-High Sundae R/T, SNES Bowser Castle 3T, SNES Mario Circuit 1, Vancouver Velocity 2R, Vancouver Velocity 2R/T (Lvl 8), Vancouver Velocity 3R/T, Vancouver Velocity 3T (Lvl 6), Wii Dry Dry Ruins, Wii Dry Dry Ruins R/T, Wii Maple Treeway, Wii Mushroom Gorge R/T, Wii Rainbow Road R, Wii Rainbow Road R/T, Yoshi's Island R
k_blooper_shuttle;Blooper Shuttle;HighEnd;3DS Mario Circuit T, 3DS Rainbow Road R (Lvl 3), 3DS Rainbow Road T, 3DS Shy Guy Bazaar T, 3DS Wario Shipyard T, Amsterdam Drift, Amsterdam Drift 3R, Athens Dash, Athens Dash 2, DS Mario Circuit T, DS Shroom Ridge, GBA Bowser's Castle 4R, GBA Cheep-Cheep Island T (Lvl 6), GBA Lakeside Park R, GBA Luigi Circuit, GBA Peach Circuit R, GBA Riverside Park, GBA Sky Garden, GBA Sky Garden R/T, GBA Yoshi Desert T, GCN Daisy Cruiser, GCN Daisy Cruiser R, London Loop, Los Angeles Laps 3R/T, Madrid Drive 2R/T, N64 Kalimari Desert 2R/T (Lvl 6), N64 Luigi Raceway R/T, N64 Royal Raceway, N64 Yoshi Valley R/T, Piranha Plant Cove 2R/T, Piranha Plant Cove 3T, Piranha Plant Cove R/T, Piranha Plant Pipeline, RMX Ghost Valley 1R, RMX Rainbow Road 1T, RMX Rainbow Road 2R/T, RMX Vanilla Lake 1R/T, RMX Vanilla Lake 2R/T, Rome Avanti 3R, Singapore Speedway, Singapore Speedway 2R, Singapore Speedway 3R/T, SNES Bowser Castle 3R/T, SNES Koopa Troopa Beach 2T, SNES Rainbow Road R (Lvl 3), Squeaky Clean Sprint, Vancouver Velocity 3R, Wii Koopa Cape R/T, Wii Moonview Highway T, Wii Rainbow Road, Wii Rainbow Road R (Lvl 8), Wii Rainbow Road R/T
k_blue_badwagon;Blue Badwagon;HighEnd;3DS Daisy Hills R (Lvl 3), 3DS Neo Bowser City R (Lvl 6), 3DS Rock Rock Mountain T, 3DS Shy Guy Bazaar (Lvl 8), 3DS Shy Guy Bazaar T, Berlin Byways 2R/T, Berlin Byways 2T, DS Shroom Ridge T, GBA Bowser's Castle 2R/T (Lvl 6), GCN Daisy Cruiser, Los Angeles Laps R, New York Minute 3R/T, New York Minute 3T, New York Minute 4R, New York Minute 4R/T, New York Minute B, Piranha Plant Pipeline R/T, RMX Vanilla Lake 1R/T, Singapore Speedway R, SNES Choco Island 1R/T, SNES Mario Circuit 3, SNES Rainbow Road R (Lvl 3), SNES Rainbow Road T
k_blue_biddybuggy;Blue Biddybuggy;Normal;N64 Kalimari Desert T, SNES Choco Island 2R (Lvl 6), SNES Mario Circuit 2R
k_blue_crawly_kart;Blue Crawly Kart;HighEnd;3DS Neo Bowser City, 3DS Neo Bowser City T, 3DS Piranha Plant Slide (Lvl 3), 3DS Piranha Plant Slide T, 3DS Wario Shipyard R, Amsterdam Drift 3T, Amsterdam Drift R, Athens Dash, Athens Dash 2R/T, Athens Dash 3R/T, DS Airship Fortress, DS Luigi's Mansion, DS Mario Circuit, DS Peach Gardens R, DS Shroom Ridge T, DS Twilight House, GBA Boo Lake R, GBA Lakeside Park T, GBA Luigi Circuit T, GBA Peach Circuit R/T, GBA Snow Land, GBA Snow Land T (Lvl 6), Madrid Drive 3T, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach T, N64 Yoshi Valley R/T, Piranha Plant Cove, Piranha Plant Cove 2R (Lvl 8), Piranha Plant Cove 3T, Piranha Plant Cove R/T, Piranha Plant Cove T (Lvl 6), Piranha Plant Pipeline, RMX Donut Plains 1R, RMX Ghost Valley 1R, RMX Vanilla Lake 2, SNES Ghost Valley 1, SNES Ghost Valley 1R, SNES Koopa Troopa Beach 2R/T, SNES Vanilla Lake 2 (Lvl 3), SNES Vanilla Lake 2T, Squeaky Clean Sprint T, Tokyo Blur T, Vancouver Velocity 2T, Vancouver Velocity R/T, Wii Moonview Highway
k_blue_royale;Blue Royale;Super;3DS Cheep Cheep Lagoon R/T (Lvl 6), DS DK Pass R/T, GCN Yoshi Circuit, N64 Frappe Snowland R, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach T (Lvl 3), SNES Koopa Troopa Beach 2R, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, Sydney Sprint R, Tokyo Blur R
k_blue_seven;Blue Seven;Super;3DS Rainbow Road R, 3DS Rainbow Road R/T (Lvl 3), 3DS Shy Guy Bazaar R/T, DS DK Pass T, GCN Yoshi Circuit R, N64 Frappe Snowland R (Lvl 6), N64 Frappe Snowland R/T, N64 Frappe Snowland T, N64 Mario Raceway, RMX Mario Circuit 1T, SNES Koopa Troopa Beach 2R, SNES Vanilla Lake 1
k_blue_soda;Blue Soda;HighEnd;3DS Cheep Cheep Lagoon R/T (Lvl 3), 3DS Rainbow Road R (Lvl 6), 3DS Rosalina's Ice World (Lvl 8), 3DS Rosalina's Ice World T, GBA Riverside Park, Los Angeles Laps R, Los Angeles Laps R/T, N64 Frappe Snowland, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach R/T, N64 Royal Raceway, N64 Royal Raceway T, Paris Promenade 2R, Piranha Plant Pipeline R, RMX Mario Circuit 1, RMX Mario Circuit 1R, SNES Donut Plains 2R, SNES Koopa Troopa Beach 2, SNES Koopa Troopa Beach 2T (Lvl 6), SNES Mario Circuit 1R/T, SNES Mario Circuit 2, SNES Mario Circuit 2R, SNES Mario Circuit 2T (Lvl 3), Sydney Sprint R/T, Vancouver Velocity R, Vancouver Velocity T
k_blue_speeder;Blue Speeder;HighEnd;3DS Neo Bowser City R, 3DS Piranha Plant Slide R, 3DS Shy Guy Bazaar, 3DS Toad Circuit R/T, Amsterdam Drift 3R/T, Amsterdam Drift 3T, Athens Dash 2R/T, Athens Dash T, Berlin Byways, DS Mario Circuit, DS Shroom Ridge R, GBA Bowser's Castle 1, GBA Peach Circuit R, GBA Riverside Park R/T, GBA Riverside Park T, GBA Sky Garden T, GBA Snow Land R/T, GCN Mushroom Bridge, London Loop T, Madrid Drive 2T, N64 Koopa Troopa Beach, New York Minute 2, New York Minute 2T (Lvl 3), New York Minute 3 (Lvl 6), New York Minute B, New York Minute R, Ninja Hideaway T, Piranha Plant Cove 3T, Piranha Plant Cove R/T, Piranha Plant Pipeline T, RMX Rainbow Road 1T, RMX Rainbow Road 2R, RMX Vanilla Lake 1R/T, Singapore Speedway 3, Singapore Speedway R, SNES Koopa Troopa Beach 2R/T, SNES Mario Circuit 1R, SNES Mario Circuit 3T, SNES Vanilla Lake 2R/T, Tokyo Blur 3R, Tokyo Blur 4R/T, Vancouver Velocity 2 (Lvl 6), Vancouver Velocity 2T (Lvl 3), Vancouver Velocity 3, Vancouver Velocity 3R, Vancouver Velocity 3R/T (Lvl 8), Wii Daisy Circuit R/T, Wii Koopa Cape R/T, Wii Moonview Highway R, Wii Rainbow Road T, Yoshi's Island T
k_blue_sub_scooter;Blue Sub Scooter;HighEnd;Amsterdam Drift 3, GBA Cheep-Cheep Island R/T, GBA Lakeside Park, GCN Daisy Cruiser R (Lvl 6), GCN Daisy Cruiser R/T (Lvl 8), GCN Daisy Cruiser T, GCN Mushroom Bridge T, Los Angeles Laps 3, Madrid Drive 2R/T, Madrid Drive T, Paris Promenade 2T, Paris Promenade R, RMX Vanilla Lake 1R/T, RMX Vanilla Lake 2R/T, Singapore Speedway 3, Sky-High Sundae T, SNES Koopa Troopa Beach 2R/T (Lvl 3), SNES Vanilla Lake 2T, Squeaky Clean Sprint R, Sydney Sprint 2, Sydney Sprint 3R, Sydney Sprint R/T (Lvl 3), Tokyo Blur 2R/T, Vancouver Velocity 3T, Wii Daisy Circuit R, Wii Daisy Circuit T (Lvl 6)
k_blue_turbo_birdo;Blue Turbo Birdo;Super;3DS Cheep Cheep Lagoon T, 3DS Neo Bowser City R/T, 3DS Rosalina's Ice World T, 3DS Shy Guy Bazaar, Berlin Byways 2R, Berlin Byways 2T, London Loop (Lvl 3), London Loop 2, London Loop 2R (Lvl 6), Piranha Plant Cove T, RMX Ghost Valley 1R, RMX Vanilla Lake 1, SNES Vanilla Lake 1T
k_blue_turbo_yoshi;Blue Turbo Yoshi;Super;3DS Rock Rock Mountain R (Lvl 3), 3DS Rock Rock Mountain T, 3DS Rosalina's Ice World, DS Airship Fortress R/T, DS Twilight House, Los Angeles Laps 3R, Merry Mountain T, N64 Frappe Snowland R/T, Paris Promenade 3R (Lvl 6), Paris Promenade 3T, RMX Ghost Valley 1, RMX Rainbow Road 1R, SNES Vanilla Lake 2T, Sydney Sprint 2T, Sydney Sprint T, Vancouver Velocity 2R, Wii DK Summit
