ID;Name;Rarity;Top Shelf Courses
d_birdo_black;Birdo (Black);HighEnd;3DS Rosalina's Ice World, 3DS Rosalina's Ice World R, Berlin Byways 2R, Berlin Byways 2T, DS Airship Fortress (Lvl 6), DS Airship Fortress R, DS DK Pass R/T, DS Twilight House, DS Waluigi Pinball R (Lvl 3), DS Waluigi Pinball R/T, GBA Cheep-Cheep Island T, GBA Sunset Wilds R (Lvl 3), GBA Sunset Wilds T, GCN Yoshi Circuit (Lvl 6), London Loop 3, Los Angeles Laps 3, Los Angeles Laps 3T, N64 Choco Mountain R/T, Ninja Hideaway R/T, Paris Promenade 3R/T, RMX Choco Island 1T, RMX Choco Island 2T, RMX Ghost Valley 1, RMX Rainbow Road 2T, RMX Vanilla Lake 1T, SNES Choco Island 2R, SNES Donut Plains 2, SNES Donut Plains 2R/T, SNES Donut Plains 2T, SNES Vanilla Lake 2 (Lvl 8), SNES Vanilla Lake 2T, Sydney Sprint 2, Sydney Sprint R/T, Tokyo Blur 3, Tokyo Blur 4R, Tokyo Blur 4T
d_birdo_blue;Birdo (Blue);Super;3DS Cheep Cheep Lagoon, 3DS Neo Bowser City R/T, 3DS Shy Guy Bazaar T, Berlin Byways 2R, Berlin Byways 2T, DS DK Pass, GBA Sunset Wilds T, N64 Frappe Snowland, N64 Royal Raceway R/T, New York Minute 4R/T (Lvl 6), RMX Ghost Valley 1T, RMX Rainbow Road 1, RMX Vanilla Lake 1R, SNES Vanilla Lake 1R, Tokyo Blur 2, Vancouver Velocity, Vancouver Velocity R (Lvl 3)
d_birdo_green;Birdo (Green);Super;Bangkok Rush 2R/T, Berlin Byways, Berlin Byways 3R, GBA Luigi Circuit R, GCN Baby Park, GCN Baby Park R/T (Lvl 3), London Loop 3R, N64 Frappe Snowland, Paris Promenade R/T (Lvl 6), Paris Promenade T, Piranha Plant Cove 3R, Rome Avanti 3R/T, SNES Vanilla Lake 2, Squeaky Clean Sprint T, Tokyo Blur 2
d_birdo_light_blue;Birdo (Light Blue);Super;3DS Rainbow Road, N64 Frappe Snowland T, N64 Koopa Troopa Beach R/T (Lvl 3), RMX Vanilla Lake 2R, SNES Donut Plains 1R/T (Lvl 6), SNES Ghost Valley 1R, SNES Mario Circuit 2R/T, SNES Mario Circuit 3T, Squeaky Clean Sprint R, Vancouver Velocity, Vancouver Velocity R/T
d_birdo_orange;Birdo (Orange);Super;3DS Daisy Hills, 3DS Daisy Hills T, Amsterdam Drift 2, Athens Dash 2R, Athens Dash 3R, Athens Dash R, Bangkok Rush 3R (Lvl 6), Bangkok Rush R, Bangkok Rush R/T, DS DK Pass T, DS Peach Gardens, GBA Bowser's Castle 2R/T, GBA Sunset Wilds R, GBA Yoshi Desert R/T, GCN Daisy Cruiser R, GCN Waluigi Stadium R, Los Angeles Laps 3, Madrid Drive 3R, Madrid Drive R, N64 Frappe Snowland R, N64 Kalimari Desert, N64 Kalimari Desert R, N64 Royal Raceway, Piranha Plant Cove 3R, RMX Choco Island 2, SNES Donut Plains 2R/T, SNES Mario Circuit 3T, Tokyo Blur 4R/T (Lvl 3), Tokyo Blur 4T, Vancouver Velocity, Vancouver Velocity 2R/T, Wii Maple Treeway R/T
d_birdo_red;Birdo (Red);Super;3DS Daisy Hills R, 3DS Rosalina's Ice World R/T, Athens Dash 3R, Bangkok Rush 2R/T, Bangkok Rush 3, DS Mario Circuit, GBA Lakeside Park T, GBA Peach Circuit, GBA Peach Circuit R/T (Lvl 6), GBA Yoshi Desert, Madrid Drive 2R, N64 Frappe Snowland T, N64 Kalimari Desert R, N64 Mario Raceway, N64 Royal Raceway, New York Minute 2R, Paris Promenade B, RMX Choco Island 1, RMX Choco Island 2, RMX Choco Island 2R/T (Lvl 3), Rome Avanti R/T, SNES Mario Circuit 3R, SNES Vanilla Lake 1R, Squeaky Clean Sprint T, Sydney Sprint 2T, Wii Dry Dry Ruins T
d_birdo_white;Birdo (White);HighEnd;3DS Cheep Cheep Lagoon R, 3DS Neo Bowser City, 3DS Piranha Plant Slide T, 3DS Rainbow Road, 3DS Rainbow Road R (Lvl 3), 3DS Rosalina's Ice World R, 3DS Rosalina's Ice World R/T, Amsterdam Drift 2R/T, Amsterdam Drift 3R, Berlin Byways, Berlin Byways R, DS Mario Circuit, DS Shroom Ridge R/T, GBA Sky Garden (Lvl 6), GBA Sky Garden R (Lvl 8), GBA Sky Garden T (Lvl 3), GCN Cookie Land, N64 Choco Mountain R/T, N64 Frappe Snowland R/T, N64 Royal Raceway T, N64 Yoshi Valley R, N64 Yoshi Valley R/T, N64 Yoshi Valley T, Ninja Hideaway T, Piranha Plant Cove 2T, RMX Ghost Valley 1T, RMX Rainbow Road 2R/T, RMX Vanilla Lake 1, Singapore Speedway 2R, Singapore Speedway 2T, Singapore Speedway 3T, Sky-High Sundae R, Sky-High Sundae R/T, SNES Vanilla Lake 2, SNES Vanilla Lake 2T, Tokyo Blur 4T, Vancouver Velocity 2R/T, Vancouver Velocity 3, Wii Coconut Mall, Wii DK Summit R, Wii Koopa Cape R/T, Wii Maple Treeway R (Lvl 6), Wii Maple Treeway R/T
d_birdo_yellow;Birdo (Yellow);Super;3DS Cheep Cheep Lagoon, 3DS Shy Guy Bazaar R/T, DS Waluigi Pinball R/T (Lvl 6), London Loop R/T, N64 Kalimari Desert 2T, N64 Kalimari Desert R/T, Paris Promenade R, RMX Choco Island 1, SNES Choco Island 2T (Lvl 3)
d_birdo_mii_racing_suit;Birdo Mii Racing Suit;HighEnd;3DS Bowser's Castle, 3DS Bowser's Castle T (Lvl 8), 3DS Piranha Plant Slide R/T, 3DS Shy Guy Bazaar T, Amsterdam Drift R/T, Bangkok Rush 3T, DS Waluigi Pinball T, GBA Sunset Wilds, GCN Waluigi Stadium R/T, Los Angeles Laps 3T, Merry Mountain R, N64 Royal Raceway T, N64 Yoshi Valley T, New York Minute 3R/T, Paris Promenade 2, Paris Promenade 3, RMX Choco Island 2, RMX Rainbow Road 1T, SNES Choco Island 2R/T, SNES Donut Plains 2, SNES Donut Plains 2R/T (Lvl 3), SNES Donut Plains 3R, SNES Donut Plains 3T, SNES Rainbow Road, Sydney Sprint 2R/T, Wii Coconut Mall R, Wii Maple Treeway R, Wii Maple Treeway R/T (Lvl 6)
d_black_mii_racing_suit;Black Mii Racing Suit;HighEnd;3DS Piranha Plant Slide R/T, 3DS Shy Guy Bazaar R/T, 3DS Wario Shipyard R, Berlin Byways 3R/T, Berlin Byways R/T, DS Shroom Ridge R/T, DS Twilight House, DS Waluigi Pinball R/T (Lvl 3), GBA Boo Lake R/T (Lvl 6), GBA Boo Lake T, GBA Bowser's Castle 2T, GBA Sunset Wilds R, GCN Baby Park R/T (Lvl 8), GCN Waluigi Stadium R, London Loop R, Madrid Drive 2R, Paris Promenade 3, Piranha Plant Cove R/T, RMX Bowser's Castle 1R/T, RMX Choco Island 1, RMX Vanilla Lake 2R, Rome Avanti 2, Rome Avanti 3R, Singapore Speedway, Singapore Speedway 2T, SNES Bowser Castle 3R, SNES Donut Plains 3R, SNES Ghost Valley 1R, SNES Ghost Valley 1T, SNES Ghost Valley 2R/T, Sydney Sprint, Sydney Sprint 2, Wii DK Summit R/T
d_black_shy_guy;Black Shy Guy;Super;3DS Cheep Cheep Lagoon, DS DK Pass R, DS Luigi's Mansion R/T (Lvl 3), GBA Sunset Wilds R, Ninja Hideaway R, SNES Choco Island 2 (Lvl 6), SNES Ghost Valley 1R/T, SNES Ghost Valley 1T, SNES Mario Circuit 1R
d_black_yoshi;Black Yoshi;HighEnd;3DS Daisy Hills, 3DS Daisy Hills R (Lvl 3), 3DS Daisy Hills R/T, 3DS Daisy Hills T, 3DS Rock Rock Mountain T, 3DS Toad Circuit, DS DK Pass R/T, GBA Sunset Wilds, GBA Sunset Wilds T, GCN Yoshi Circuit (Lvl 3), GCN Yoshi Circuit R, N64 Choco Mountain (Lvl 6), N64 Choco Mountain T, Paris Promenade 2, RMX Choco Island 1R/T (Lvl 8), RMX Mario Circuit 1R/T, SNES Donut Plains 1R/T, SNES Donut Plains 2R, SNES Ghost Valley 1 (Lvl 6), SNES Ghost Valley 1R, SNES Ghost Valley 1T, SNES Koopa Troopa Beach 2T, Tokyo Blur 3R, Tokyo Blur 3T, Wii DK Summit R
d_blooper_mii_racing_suit;Blooper Mii Racing Suit;HighEnd;Berlin Byways R, Los Angeles Laps 3R, Madrid Drive 3R/T, Piranha Plant Cove 3 (Lvl 8), Piranha Plant Cove 3T, RMX Vanilla Lake 1T, RMX Vanilla Lake 2R, SNES Vanilla Lake 1, SNES Vanilla Lake 2T, Sydney Sprint 3R, Tokyo Blur 2 (Lvl 3), Tokyo Blur 2T, Vancouver Velocity 3T, Wii Moonview Highway (Lvl 6)
d_blue_koopa_freerunning;Blue Koopa (Freerunning);Super;3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon R (Lvl 6), 3DS Cheep Cheep Lagoon T (Lvl 3), 3DS Toad Circuit, DS Luigi's Mansion R, DS Luigi's Mansion T, GBA Luigi Circuit R, GBA Riverside Park R, Los Angeles Laps 3R, Madrid Drive 3R, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach R/T, N64 Mario Raceway T, SNES Koopa Troopa Beach 2T, SNES Mario Circuit 2, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, SNES Vanilla Lake 2, Sydney Sprint R, Tokyo Blur 2R, Vancouver Velocity, Vancouver Velocity R/T, Wii DK Summit
d_blue_mii_racing_suit;Blue Mii Racing Suit;HighEnd;3DS Mario Circuit, 3DS Neo Bowser City, 3DS Neo Bowser City R, Amsterdam Drift 2R/T, Amsterdam Drift T (Lvl 6), Athens Dash 2T, Athens Dash T (Lvl 8), Berlin Byways (Lvl 3), Berlin Byways R/T, DS Airship Fortress, DS Mario Circuit R, DS Mario Circuit R/T, GBA Peach Circuit T, GBA Sky Garden T, GBA Snow Land, GBA Yoshi Desert R/T, GCN Daisy Cruiser R/T, GCN Dino Dino Jungle R/T, GCN Mushroom Bridge R/T, Madrid Drive 3R/T, New York Minute 2R, Piranha Plant Cove 2R/T, Piranha Plant Cove 3T, RMX Vanilla Lake 1R/T, RMX Vanilla Lake 2R/T, Rome Avanti 2, Singapore Speedway 3T, Sydney Sprint 2, Sydney Sprint R, Vancouver Velocity 3, Wii Coconut Mall R/T, Wii Koopa Cape R/T, Wii Moonview Highway
d_blue_shy_guy;Blue Shy Guy;Super;3DS Bowser's Castle, 3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon R/T, 3DS Rock Rock Mountain, 3DS Shy Guy Bazaar R, 3DS Toad Circuit, Amsterdam Drift R, Berlin Byways, DS Airship Fortress R, DS Airship Fortress R/T (Lvl 3), GBA Boo Lake R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 3R, GBA Luigi Circuit R, GBA Riverside Park (Lvl 6), GBA Sky Garden, Madrid Drive R, N64 Koopa Troopa Beach R, N64 Yoshi Valley, New York Minute, Piranha Plant Cove 3R, Piranha Plant Pipeline R, Rome Avanti 2, Rome Avanti 3R/T, SNES Mario Circuit 1T, Squeaky Clean Sprint T, Tokyo Blur 3R, Tokyo Blur 4T, Vancouver Velocity 2R, Wii DK Summit R, Wii Koopa Cape T
d_blue_yoshi;Blue Yoshi;Super;3DS Rosalina's Ice World R, DS DK Pass T, DS Waluigi Pinball, GBA Cheep-Cheep Island R, GBA Sunset Wilds, GBA Sunset Wilds T (Lvl 6), GCN Dino Dino Jungle R, GCN Yoshi Circuit T (Lvl 3), N64 Frappe Snowland T, N64 Koopa Troopa Beach R/T, RMX Mario Circuit 1, SNES Koopa Troopa Beach 2, SNES Koopa Troopa Beach 2T, Tokyo Blur 3T, Tokyo Blur 4, Vancouver Velocity T
d_boomerang_bro;Boomerang Bro;Super;3DS Cheep Cheep Lagoon R/T, 3DS Rock Rock Mountain T, N64 Kalimari Desert R (Lvl 6), N64 Kalimari Desert T (Lvl 3), New York Minute B, RMX Mario Circuit 1R, RMX Mario Circuit 1T, SNES Donut Plains 1
d_bowser;Bowser;Super;3DS Neo Bowser City, 3DS Rainbow Road T, Athens Dash 2R, GBA Bowser's Castle 1, GBA Bowser's Castle 1R (Lvl 6), GBA Bowser's Castle 1T, GBA Bowser's Castle 2R, GBA Bowser's Castle 2R/T, GBA Bowser's Castle 4R, GCN Dino Dino Jungle T, N64 Kalimari Desert R/T (Lvl 3), New York Minute 4T
d_bowser_santa;Bowser (Santa);HighEnd;3DS Rainbow Road T (Lvl 3), 3DS Rosalina's Ice World R/T (Lvl 8), 3DS Shy Guy Bazaar, 3DS Shy Guy Bazaar R/T (Lvl 6), DS Waluigi Pinball T, GBA Bowser's Castle 2R, GBA Bowser's Castle 3R, GCN Dino Dino Jungle R/T (Lvl 3), London Loop 2R/T, Merry Mountain, Merry Mountain R (Lvl 6), N64 Frappe Snowland, N64 Royal Raceway, New York Minute B, RMX Bowser's Castle 1, RMX Rainbow Road 1R/T, RMX Rainbow Road 2, SNES Ghost Valley 1R, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, SNES Vanilla Lake 2T, Sydney Sprint R/T, Tokyo Blur 2, Vancouver Velocity R, Vancouver Velocity R/T, Wii DK Summit R/T, Wii Maple Treeway, Wii Maple Treeway T
d_bowser_jr;Bowser Jr.;Super;3DS Cheep Cheep Lagoon T, 3DS Neo Bowser City, 3DS Neo Bowser City T, GBA Bowser's Castle 1R, GBA Bowser's Castle 1T (Lvl 3), GBA Bowser's Castle 2R/T, N64 Kalimari Desert R/T, Paris Promenade T, SNES Choco Island 2R, SNES Mario Circuit 2T (Lvl 6), SNES Vanilla Lake 1T
d_bowser_jr_pirate;Bowser Jr. (Pirate);HighEnd;3DS Cheep Cheep Lagoon R/T, 3DS Neo Bowser City (Lvl 3), 3DS Neo Bowser City T, DS Airship Fortress, DS Airship Fortress R, DS Twilight House, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2T, GBA Cheep-Cheep Island R, Los Angeles Laps R/T, Madrid Drive 3R, N64 Frappe Snowland T (Lvl 6), N64 Kalimari Desert 2, Paris Promenade 2, Piranha Plant Cove 3R/T, Piranha Plant Cove T, RMX Bowser's Castle 1, RMX Bowser's Castle 1R/T, RMX Ghost Valley 1 (Lvl 8), RMX Ghost Valley 1T, RMX Rainbow Road 1 (Lvl 6), RMX Rainbow Road 1T, SNES Ghost Valley 1R/T, SNES Koopa Troopa Beach 2R (Lvl 3), SNES Vanilla Lake 1R, SNES Vanilla Lake 1T, Sydney Sprint 2R/T, Tokyo Blur, Tokyo Blur R
d_bowser_mii_racing_suit;Bowser Mii Racing Suit;HighEnd;3DS Bowser's Castle R/T, 3DS Neo Bowser City T, 3DS Piranha Plant Slide T (Lvl 8), Athens Dash 2R/T, Berlin Byways 3, Berlin Byways 3R, GBA Battle Course 1, GBA Bowser's Castle 1T (Lvl 3), GBA Bowser's Castle 3, GBA Bowser's Castle 3R (Lvl 6), GBA Bowser's Castle 3T, GBA Bowser's Castle 4, GBA Lakeside Park T, GBA Peach Circuit R, GBA Yoshi Desert T, GCN DK Mountain R, GCN DK Mountain R/T, GCN Waluigi Stadium, London Loop R/T, Merry Mountain R/T, N64 Choco Mountain R, New York Minute 2, New York Minute 3, New York Minute 3T, Piranha Plant Cove 2R/T, Piranha Plant Cove 3T, RMX Bowser's Castle 1, RMX Rainbow Road 1T, Rome Avanti T, SNES Ghost Valley 2R/T, Tokyo Blur 2, Tokyo Blur 4, Wii Dry Dry Ruins T, Wii Rainbow Road R
d_bronze_mii_racing_suit;Bronze Mii Racing Suit;HighEnd;3DS Bowser's Castle (Lvl 6), 3DS Bowser's Castle R (Lvl 8), 3DS Daisy Hills, Berlin Byways 3, Berlin Byways 3R, DS Luigi's Mansion R, DS Luigi's Mansion T, GBA Bowser's Castle 2, GBA Bowser's Castle 2R, GCN Daisy Cruiser R, GCN Yoshi Circuit, GCN Yoshi Circuit T, London Loop 3R, London Loop T, Los Angeles Laps R/T, Los Angeles Laps T, N64 Choco Mountain T, N64 Kalimari Desert 2, N64 Kalimari Desert 2R (Lvl 3), N64 Kalimari Desert 2T, Ninja Hideaway R, Piranha Plant Cove T, RMX Bowser's Castle 1, RMX Choco Island 2R/T, RMX Ghost Valley 1R, Singapore Speedway T, SNES Choco Island 2T, SNES Ghost Valley 1R, SNES Mario Circuit 1R, SNES Mario Circuit 2R, SNES Vanilla Lake 1T, Tokyo Blur 4R/T, Wii Daisy Circuit
d_brown_mii_racing_suit;Brown Mii Racing Suit;HighEnd;Athens Dash 2, Athens Dash R/T, Bangkok Rush 2T, Berlin Byways 3R, GBA Lakeside Park R, GBA Luigi Circuit, GBA Riverside Park T (Lvl 6), GBA Sunset Wilds R/T, GBA Yoshi Desert R/T, GCN Cookie Land, GCN Waluigi Stadium R, Madrid Drive 2T, N64 Kalimari Desert 2, Paris Promenade 3R/T, Piranha Plant Cove 2, Piranha Plant Pipeline, RMX Choco Island 1R, RMX Choco Island 2R/T, RMX Donut Plains 1, Rome Avanti 3T, Singapore Speedway 2R/T, Singapore Speedway T, SNES Choco Island 1, SNES Donut Plains 3R/T, Sydney Sprint 2T, Tokyo Blur, Wii Dry Dry Ruins R, Wii Koopa Cape R/T (Lvl 8), Wii Koopa Cape T, Wii Mushroom Gorge (Lvl 3)
d_builder_luigi;Builder Luigi;HighEnd;3DS Cheep Cheep Lagoon R/T, 3DS Daisy Hills T, 3DS Rosalina's Ice World T, 3DS Shy Guy Bazaar R/T, 3DS Wario Shipyard T, Berlin Byways 2T, DS Airship Fortress T, DS Luigi's Mansion R/T (Lvl 6), DS Waluigi Pinball T, GBA Cheep-Cheep Island R/T, GBA Sunset Wilds R/T, GCN Dino Dino Jungle T, GCN Yoshi Circuit R/T (Lvl 3), N64 Koopa Troopa Beach R/T, N64 Koopa Troopa Beach T, N64 Luigi Raceway T, New York Minute 4T, Paris Promenade 2T, Paris Promenade 3R/T, RMX Mario Circuit 1T, RMX Rainbow Road 1R/T, Singapore Speedway R/T, SNES Choco Island 1T, SNES Ghost Valley 1R/T (Lvl 6), SNES Ghost Valley 2T, SNES Koopa Troopa Beach 2T (Lvl 8), SNES Mario Circuit 3R/T, SNES Vanilla Lake 1R/T (Lvl 3), Tokyo Blur 2T, Tokyo Blur 4T, Vancouver Velocity R/T, Wii Maple Treeway T, Wii Mushroom Gorge T
d_builder_mario;Builder Mario;HighEnd;3DS Daisy Hills R/T (Lvl 3), 3DS Daisy Hills T (Lvl 3), 3DS Mario Circuit R/T, 3DS Toad Circuit T (Lvl 6), Bangkok Rush R/T, DS Airship Fortress R/T, GBA Bowser's Castle 1T, GBA Bowser's Castle 3R/T, GBA Riverside Park R/T, GBA Sunset Wilds T, London Loop R/T, Los Angeles Laps R/T, Los Angeles Laps T, N64 Kalimari Desert T, N64 Luigi Raceway T, RMX Choco Island 1R, RMX Choco Island 1R/T (Lvl 8), RMX Ghost Valley 1R/T, RMX Mario Circuit 1T, SNES Choco Island 1T (Lvl 6), SNES Choco Island 2R/T, SNES Ghost Valley 2T, SNES Koopa Troopa Beach 2T, SNES Mario Circuit 1R/T, SNES Mario Circuit 1T, Sydney Sprint R/T, Tokyo Blur 4R/T, Tokyo Blur R/T, Wii Rainbow Road T
d_builder_toad;Builder Toad;HighEnd;3DS Cheep Cheep Lagoon T, 3DS Piranha Plant Slide T, 3DS Shy Guy Bazaar R/T (Lvl 3), 3DS Toad Circuit R/T, 3DS Toad Circuit T, Amsterdam Drift 3R/T, Berlin Byways 3R/T, DS Waluigi Pinball T (Lvl 6), GBA Luigi Circuit R/T, GBA Sky Garden R/T, GCN Dino Dino Jungle T, GCN Mushroom Bridge R/T, GCN Waluigi Stadium T, GCN Yoshi Circuit T, London Loop 2R/T, Madrid Drive 2T, Madrid Drive T, Merry Mountain T, N64 Choco Mountain R/T, N64 Royal Raceway R/T, New York Minute 3R/T, New York Minute 3T, Ninja Hideaway T, RMX Choco Island 1 (Lvl 6), RMX Choco Island 1T (Lvl 3), RMX Rainbow Road 1R/T, RMX Rainbow Road 1T, RMX Rainbow Road 2R/T (Lvl 8), SNES Bowser Castle 3T, SNES Choco Island 2R/T, SNES Ghost Valley 1T, SNES Vanilla Lake 1R/T, Sydney Sprint T, Tokyo Blur 3T, Tokyo Blur 4T, Vancouver Velocity T, Wii DK Summit T
d_builder_toadette;Builder Toadette;HighEnd;3DS Daisy Hills R/T (Lvl 3), 3DS Daisy Hills T, 3DS Rainbow Road R/T, 3DS Rainbow Road T, 3DS Rock Rock Mountain T, DS Airship Fortress R/T (Lvl 6), DS Peach Gardens R/T, DS Shroom Ridge T, DS Waluigi Pinball R/T, GBA Cheep-Cheep Island T, GBA Luigi Circuit T, GBA Riverside Park R/T, GBA Sunset Wilds R/T (Lvl 3), GCN Baby Park R/T, London Loop 3T, Los Angeles Laps 3R/T, Merry Mountain R/T, N64 Frappe Snowland T, New York Minute 4T, Ninja Hideaway T, Paris Promenade 3T, Paris Promenade R/T, Piranha Plant Pipeline R/T, RMX Choco Island 1R/T, RMX Ghost Valley 1R/T, RMX Ghost Valley 1T, RMX Vanilla Lake 1T (Lvl 8), Rome Avanti 3T, Singapore Speedway 2R/T, SNES Choco Island 2T, SNES Donut Plains 1R/T, SNES Donut Plains 1T, SNES Ghost Valley 1T, SNES Mario Circuit 1R/T (Lvl 6), SNES Rainbow Road T, SNES Vanilla Lake 1R/T, Sydney Sprint 2R/T, Sydney Sprint T, Tokyo Blur 2T, Vancouver Velocity 2R/T, Wii Maple Treeway R/T
d_captain_toad;Captain Toad;HighEnd;3DS Cheep Cheep Lagoon R, 3DS Cheep Cheep Lagoon R/T (Lvl 3), 3DS Cheep Cheep Lagoon T, 3DS Toad Circuit R/T, 3DS Toad Circuit T, Bangkok Rush T, Berlin Byways 3R, DS Airship Fortress (Lvl 6), GBA Bowser's Castle 1, GBA Bowser's Castle 1R (Lvl 3), GBA Sunset Wilds R, GBA Sunset Wilds T (Lvl 8), London Loop 2T, London Loop 3T, Merry Mountain, N64 Choco Mountain, N64 Choco Mountain R, N64 Kalimari Desert 2 (Lvl 6), N64 Kalimari Desert 2R/T, N64 Kalimari Desert 2T, N64 Luigi Raceway R, Piranha Plant Cove T, RMX Choco Island 1R, RMX Choco Island 2, SNES Koopa Troopa Beach 2, SNES Mario Circuit 3R, Wii Coconut Mall T, Wii DK Summit R, Wii Mushroom Gorge R
